trial,sigma,tau,method,rot_err_deg,trans_err,repr_rmse,runtime_ms,success
20,0.0,nan,ITERATIVE,0.0,7.119508034152432e-15,0.0,0.16599998343735933,1
20,0.0,0.01,EPnP+TSVD,0.0,2.0859156995747367e-12,6.083673376633795e-12,0.18810003530234098,1
20,0.0,0.001,EPnP+TSVD,0.0,2.0859156995747367e-12,6.083673376633795e-12,0.16169995069503784,1
20,0.0,0.0001,EPnP+TSVD,0.0,2.0859156995747367e-12,6.083673376633795e-12,0.1716000260785222,1
20,0.0,1e-05,EPnP+TSVD,0.0,2.0859156995747367e-12,6.083673376633795e-12,0.1612999476492405,1
20,0.0,1e-06,EPnP+TSVD,0.0,2.0859156995747367e-12,6.083673376633795e-12,0.15410000924021006,1
21,0.0,nan,EPnP,0.0,3.58439544359567e-15,1.9171491151200885e-13,0.13090006541460752,1
21,0.0,nan,ITERATIVE,0.0,4.163336342344337e-17,2.4613922385709617e-14,0.15109998639672995,1
21,0.0,0.01,EPnP+TSVD,0.0,3.58439544359567e-15,1.9171491151200885e-13,0.16960001084953547,1
21,0.0,0.001,EPnP+TSVD,0.0,3.58439544359567e-15,1.9171491151200885e-13,0.15380000695586205,1
21,0.0,0.0001,EPnP+TSVD,0.0,3.58439544359567e-15,1.9171491151200885e-13,0.17169991042464972,1
21,0.0,1e-05,EPnP+TSVD,0.0,3.58439544359567e-15,1.9171491151200885e-13,0.15380000695586205,1
21,0.0,1e-06,EPnP+TSVD,0.0,3.58439544359567e-15,1.9171491151200885e-13,0.14929997269064188,1
22,0.0,nan,EPnP,0.0,2.0468623564270857e-13,4.186779239789824e-13,0.12500002048909664,1
22,0.0,nan,ITERATIVE,0.0,1.818360945611186e-15,5.317214951750687e-14,0.14910008758306503,1
22,0.0,0.01,EPnP+TSVD,0.0,2.0468623564270857e-13,4.186779239789824e-13,0.16419996973127127,1
22,0.0,0.001,EPnP+TSVD,0.0,2.0468623564270857e-13,4.186779239789824e-13,0.16089994460344315,1
22,0.0,0.0001,EPnP+TSVD,0.0,2.0468623564270857e-13,4.186779239789824e-13,0.18770003225654364,1
22,0.0,1e-05,EPnP+TSVD,0.0,2.0468623564270857e-13,4.186779239789824e-13,0.23910007439553738,1
22,0.0,1e-06,EPnP+TSVD,0.0,2.0468623564270857e-13,4.186779239789824e-13,0.17630006186664104,1
23,0.0,nan,EPnP,0.0,6.280369834735101e-16,2.518169871261385e-13,0.13749999925494194,1
23,0.0,nan,ITERATIVE,1.2074182697257333e-06,4.611102534756203e-16,3.256115871121665e-14,0.157299917191267,1
23,0.0,0.01,EPnP+TSVD,0.0,6.280369834735101e-16,2.518169871261385e-13,0.17259991727769375,1
23,0.0,0.001,EPnP+TSVD,0.0,6.280369834735101e-16,2.518169871261385e-13,0.1572000328451395,1
23,0.0,0.0001,EPnP+TSVD,0.0,6.280369834735101e-16,2.518169871261385e-13,0.175100052729249,1
23,0.0,1e-05,EPnP+TSVD,0.0,6.280369834735101e-16,2.518169871261385e-13,0.15520001761615276,1
23,0.0,1e-06,EPnP+TSVD,0.0,6.280369834735101e-16,2.518169871261385e-13,0.1517999917268753,1
24,0.0,nan,EPnP,0.0,1.5051680338423192e-11,7.183426393959113e-11,0.12690003495663404,1
24,0.0,nan,ITERATIVE,0.0,1.1484000138145006e-13,4.382384288734691e-13,0.15189999248832464,1
24,0.0,0.01,EPnP+TSVD,0.0,1.5051680338423192e-11,7.183426393959113e-11,0.30499999411404133,1
24,0.0,0.001,EPnP+TSVD,0.0,1.5051680338423192e-11,7.183426393959113e-11,0.17200002912431955,1
24,0.0,0.0001,EPnP+TSVD,0.0,1.5051680338423192e-11,7.183426393959113e-11,0.17790007404983044,1
24,0.0,1e-05,EPnP+TSVD,0.0,1.5051680338423192e-11,7.183426393959113e-11,0.15820004045963287,1
24,0.0,1e-06,EPnP+TSVD,0.0,1.5051680338423192e-11,7.183426393959113e-11,0.2956000389531255,1
25,0.0,nan,EPnP,0.0,6.695022266855486e-15,1.0983804860950158e-12,0.33980002626776695,1
25,0.0,nan,ITERATIVE,0.0,1.7850093837272237e-15,3.4809342861069267e-14,0.3174999728798866,1
25,0.0,0.01,EPnP+TSVD,0.0,6.695022266855486e-15,1.0983804860950158e-12,0.4303999012336135,1
25,0.0,0.001,EPnP+TSVD,0.0,6.695022266855486e-15,1.0983804860950158e-12,0.2736999886110425,1
25,0.0,0.0001,EPnP+TSVD,0.0,6.695022266855486e-15,1.0983804860950158e-12,0.3074000123888254,1
25,0.0,1e-05,EPnP+TSVD,0.0,6.695022266855486e-15,1.0983804860950158e-12,0.27950003277510405,1
25,0.0,1e-06,EPnP+TSVD,0.0,6.695022266855486e-15,1.0983804860950158e-12,0.27810002211481333,1
26,0.0,nan,EPnP,0.0,1.1877934851968596e-07,1.8211846588492953e-07,0.20190002396702766,1
26,0.0,nan,ITERATIVE,0.0,1.1017077793215828e-09,1.2424903647004394e-09,0.17899996601045132,1
26,0.0,0.01,EPnP+TSVD,0.0,1.0670421586060336e-14,7.105427357601002e-14,0.5466000875458121,1
26,0.0,0.001,EPnP+TSVD,0.0,1.0670421586060336e-14,7.105427357601002e-14,0.4824000643566251,1
26,0.0,0.0001,EPnP+TSVD,0.0,1.0670421586060336e-14,7.105427357601002e-14,0.3782999701797962,1
26,0.0,1e-05,EPnP+TSVD,0.0,1.0670421586060336e-14,7.105427357601002e-14,0.39499998092651367,1
26,0.0,1e-06,EPnP+TSVD,0.0,1.0670421586060336e-14,7.105427357601002e-14,0.39469997864216566,1
27,0.0,nan,EPnP,0.0,1.849357314940202e-13,3.552713678800501e-13,0.1420000335201621,1
27,0.0,nan,ITERATIVE,0.0,1.787596980229968e-15,3.4809342861069267e-14,0.14949997421354055,1
27,0.0,0.01,EPnP+TSVD,0.0,1.849357314940202e-13,3.552713678800501e-13,0.2604000037536025,1
27,0.0,0.001,EPnP+TSVD,0.0,1.849357314940202e-13,3.552713678800501e-13,0.16950001008808613,1
27,0.0,0.0001,EPnP+TSVD,0.0,1.849357314940202e-13,3.552713678800501e-13,0.15670002903789282,1
27,0.0,1e-05,EPnP+TSVD,0.0,1.849357314940202e-13,3.552713678800501e-13,0.15169999096542597,1
27,0.0,1e-06,EPnP+TSVD,0.0,1.849357314940202e-13,3.552713678800501e-13,0.15000009443610907,1
28,0.0,nan,EPnP,0.0,1.7764571252703395e-14,8.28628102289784e-14,0.12440001592040062,1
28,0.0,nan,ITERATIVE,0.0,3.55363513115051e-15,2.0097183471152322e-14,0.14700007159262896,1
28,0.0,0.01,EPnP+TSVD,0.0,1.7764571252703395e-14,8.28628102289784e-14,0.17200002912431955,1
28,0.0,0.001,EPnP+TSVD,0.0,1.7764571252703395e-14,8.28628102289784e-14,0.1542000100016594,1
28,0.0,0.0001,EPnP+TSVD,0.0,1.7764571252703395e-14,8.28628102289784e-14,0.15980005264282227,1
28,0.0,1e-05,EPnP+TSVD,0.0,1.7764571252703395e-14,8.28628102289784e-14,0.15320000238716602,1
28,0.0,1e-06,EPnP+TSVD,0.0,1.7764571252703395e-14,8.28628102289784e-14,0.15159999020397663,1
29,0.0,nan,EPnP,0.0,1.0717830887823443e-14,1.7171041084785901e-13,0.12209999840706587,1
29,0.0,nan,ITERATIVE,0.0,1.7798229048217483e-15,3.759838749409412e-14,0.14809996355324984,1
29,0.0,0.01,EPnP+TSVD,0.0,1.0717830887823443e-14,1.7171041084785901e-13,0.16459997277706861,1
29,0.0,0.001,EPnP+TSVD,0.0,1.0717830887823443e-14,1.7171041084785901e-13,0.15480001457035542,1
29,0.0,0.0001,EPnP+TSVD,0.0,1.0717830887823443e-14,1.7171041084785901e-13,0.1580999232828617,1
29,0.0,1e-05,EPnP+TSVD,0.0,1.0717830887823443e-14,1.7171041084785901e-13,0.1517999917268753,1
29,0.0,1e-06,EPnP+TSVD,0.0,1.0717830887823443e-14,1.7171041084785901e-13,0.15580002218484879,1
30,0.0,nan,EPnP,0.0,9.742167503148516e-16,1.7462590630322705e-13,0.12790004257112741,1
30,0.0,nan,ITERATIVE,0.0,0.0,3.4809342861069267e-14,0.14669995289295912,1
30,0.0,0.01,EPnP+TSVD,0.0,9.742167503148516e-16,1.7462590630322705e-13,0.1677999971434474,1
30,0.0,0.001,EPnP+TSVD,0.0,9.742167503148516e-16,1.7462590630322705e-13,0.3074000123888254,1
30,0.0,0.0001,EPnP+TSVD,0.0,9.742167503148516e-16,1.7462590630322705e-13,0.2722999779507518,1
30,0.0,1e-05,EPnP+TSVD,0.0,9.742167503148516e-16,1.7462590630322705e-13,0.264400034211576,1
30,0.0,1e-06,EPnP+TSVD,0.0,9.742167503148516e-16,1.7462590630322705e-13,0.26379991322755814,1
31,0.0,nan,EPnP,0.0,4.181018185393922e-14,2.7875380300272767e-12,0.21490000654011965,1
31,0.0,nan,ITERATIVE,0.0,6.938893903907228e-17,2.842170943040401e-14,0.25480007752776146,1
31,0.0,0.01,EPnP+TSVD,0.0,4.181018185393922e-14,2.7875380300272767e-12,0.23250002413988113,1
31,0.0,0.001,EPnP+TSVD,0.0,4.181018185393922e-14,2.7875380300272767e-12,0.161800067871809,1
31,0.0,0.0001,EPnP+TSVD,0.0,4.181018185393922e-14,2.7875380300272767e-12,0.1577000366523862,1
31,0.0,1e-05,EPnP+TSVD,0.0,4.181018185393922e-14,2.7875380300272767e-12,0.15129998791962862,1
31,0.0,1e-06,EPnP+TSVD,0.0,4.181018185393922e-14,2.7875380300272767e-12,0.15209999401122332,1
32,0.0,nan,EPnP,0.0,1.2945961496572756e-11,1.751185815325968e-10,0.12869993224740028,1
32,0.0,nan,ITERATIVE,0.0,1.3267180241437053e-13,1.378361339547726e-12,0.16799999866634607,1
32,0.0,0.01,EPnP+TSVD,0.0,1.2945961496572756e-11,1.751185815325968e-10,0.1987001160159707,1
32,0.0,0.001,EPnP+TSVD,0.0,1.2945961496572756e-11,1.751185815325968e-10,0.15510001685470343,1
32,0.0,0.0001,EPnP+TSVD,0.0,1.2945961496572756e-11,1.751185815325968e-10,0.1506999833509326,1
32,0.0,1e-05,EPnP+TSVD,0.0,1.2945961496572756e-11,1.751185815325968e-10,0.14999997802078724,1
32,0.0,1e-06,EPnP+TSVD,0.0,1.2945961496572756e-11,1.751185815325968e-10,0.14919997192919254,1
33,0.0,nan,EPnP,0.0,5.4208957421797554e-14,5.442961424422935e-13,0.12689991854131222,1
33,0.0,nan,ITERATIVE,0.0,1.776898857793666e-15,5.317214951750687e-14,0.1458000624552369,1
33,0.0,0.01,EPnP+TSVD,0.0,5.4208957421797554e-14,5.442961424422935e-13,0.1789000816643238,1
33,0.0,0.001,EPnP+TSVD,0.0,5.4208957421797554e-14,5.442961424422935e-13,0.18350000027567148,1
33,0.0,0.0001,EPnP+TSVD,0.0,5.4208957421797554e-14,5.442961424422935e-13,0.15680002979934216,1
33,0.0,1e-05,EPnP+TSVD,0.0,5.4208957421797554e-14,5.442961424422935e-13,0.15279999934136868,1
33,0.0,1e-06,EPnP+TSVD,0.0,5.4208957421797554e-14,5.442961424422935e-13,0.16050005797296762,1
34,0.0,nan,EPnP,0.0,1.1735368533211798e-13,2.150492541435022e-13,0.1420000335201621,1
34,0.0,nan,ITERATIVE,0.0,5.3397572642081914e-15,3.4809342861069267e-14,0.1534000039100647,1
34,0.0,0.01,EPnP+TSVD,0.0,1.1735368533211798e-13,2.150492541435022e-13,0.2207000507041812,1
34,0.0,0.001,EPnP+TSVD,0.0,1.1735368533211798e-13,2.150492541435022e-13,0.16200006939470768,1
